field,type,is_ascii,sum,min,max,range,sort_order,sortiness,min_length,max_length,sum_length,avg_length,stddev_length,variance_length,cv_length,mean,sem,geometric_mean,harmonic_mean,stddev,variance,cv,nullcount,n_negative,n_zero,n_positive,max_precision,sparsity
Url Clicks,Integer,,690333,0,34580,34580,Unsorted,0.9827,,,,,,,,10.6226,0.769,0,,196.038,38430.9125,1845.4752,0,0,28400,36587,,0
